id,renta,condiciones_conduccion,vacaciones,sector,comunidad_autonoma,familia,tipo_combustible,uso_habitual,cambio,plaza_parking
3961,35000-60000,nieve,montaña,Tecnología,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si
3962,60000 - 100000,buen clima,montaña,Tecnología,Baleares,"Si, pequeña",diesel,uso particular ocasional,Manual,No
3963,- 12000,buen clima,ciudad,Salud,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si
3964,60000 - 100000,buen clima,montaña,Comercio,Baleares,"Si, pequeña",diesel,uso particular habitual,Automatico,Si
3965,60000 - 100000,nieve,montaña,Tecnología,Cataluña,"Si, pequeña",diesel,uso particular ocasional,Automatico,No
3966,60000 - 100000,buen clima,playa,Servicios Financieros,Baleares,"Si, pequeña",diesel,viajes largos,Manual,Si
3967,35000-60000,off-road,playa,Tecnología,Extremadura,No,gasolina,uso particular ocasional,Manual,Si
3968,- 12000,buen clima,montaña,Turismo y Ocio,País Vasco,No,diesel,uso particular habitual,Manual,Si
3969,60000 - 100000,nieve,montaña,Industria Construccion y Manufactura,Baleares,"Si, pequeña",gasolina,uso particular habitual,Manual,Si
3970,20000 - 35000,buen clima,playa,Entretenimiento y Medios,Canarias,"Si, pequeña",diesel,uso particular ocasional,Manual,No
3971,20000 - 35000,buen clima,ciudad,Tecnología,Andalucía,"Si, pequeña",diesel,viajes largos,Manual,Si
3972,12000 - 20000,buen clima,montaña,Energía,Baleares,"Si, pequeña",gasolina,uso particular habitual,Manual,No
3973,20000 - 35000,buen clima,playa,Servicios Financieros,Aragón,No,diesel,uso particular ocasional,Manual,No
3974,60000 - 100000,buen clima,montaña,Industria Construccion y Manufactura,Baleares,"Si, pequeña",gasolina,uso particular habitual,Automatico,No
3975,60000 - 100000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si
3976,12000 - 20000,off-road,montaña,Otros,Castilla-La Mancha,No,diesel,viajes largos,Automatico,Si
3977,20000 - 35000,buen clima,montaña,Comercio,Asturias,"Si, pequeña",diesel,uso particular ocasional,Manual,No
3978,20000 - 35000,nieve,playa,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si
3979,- 12000,buen clima,montaña,Salud,Baleares,"Si, pequeña",gasolina,uso particular ocasional,Automatico,Si
3980,20000 - 35000,buen clima,montaña,Industria Construccion y Manufactura,Galicia,No,electrico,uso particular ocasional,Manual,No
3981,- 12000,buen clima,playa,Transporte y Logística,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Automatico,Si
3982,12000 - 20000,buen clima,montaña,Tecnología,Baleares,"Si, pequeña",gasolina,viajes largos,Automatico,Si
3983,- 12000,nieve,montaña,Entretenimiento y Medios,Canarias,"Si, pequeña",diesel,uso particular habitual,Manual,No
3984,12000 - 20000,buen clima,playa,Transporte y Logística,Asturias,"Si, pequeña",diesel,uso particular habitual,Automatico,No
3985,12000 - 20000,buen clima,montaña,Industria Construccion y Manufactura,Asturias,No,diesel,uso particular habitual,Manual,Si
3986,35000-60000,buen clima,ciudad,Salud,Aragón,"Si, pequeña",diesel,uso particular habitual,Manual,Si
3987,35000-60000,off-road,playa,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,No
3988,12000 - 20000,nieve,montaña,Tecnología,Canarias,"Si, grande",gasolina,uso particular habitual,Manual,Si
3989,20000 - 35000,buen clima,ciudad,Educación,Galicia,No,electrico,uso particular habitual,Manual,No
3990,60000 - 100000,nieve,montaña,Tecnología,Castilla y León,No,diesel,uso particular ocasional,Manual,Si
3991,20000 - 35000,buen clima,montaña,Entretenimiento y Medios,Navarra,"Si, pequeña",diesel,uso particular habitual,Automatico,No
3992,+ 100000,off-road,ciudad,Turismo y Ocio,Castilla-La Mancha,"Si, grande",diesel,uso particular habitual,Manual,Si
3993,12000 - 20000,buen clima,playa,Comercio,Andalucía,No,electrico,uso particular ocasional,Manual,Si
3994,20000 - 35000,buen clima,ciudad,Energía,Asturias,"Si, pequeña",electrico,uso particular habitual,Manual,No
3995,35000-60000,buen clima,playa,Salud,Baleares,"Si, grande",gasolina,viajes largos,Automatico,Si
3996,20000 - 35000,nieve,playa,Industria Construccion y Manufactura,Andalucía,No,diesel,uso particular ocasional,Manual,Si
3997,20000 - 35000,buen clima,ciudad,Energía,Castilla y León,"Si, pequeña",gasolina,uso particular habitual,Manual,Si
3998,60000 - 100000,nieve,montaña,Salud,Aragón,"Si, grande",diesel,uso particular habitual,Automatico,Si
3999,- 12000,buen clima,playa,Salud,Baleares,"Si, grande",diesel,uso particular habitual,Manual,Si
4000,20000 - 35000,buen clima,ciudad,Tecnología,Aragón,"Si, grande",diesel,uso particular habitual,Manual,Si
4001,20000 - 35000,nieve,playa,Salud,Murcia,"Si, pequeña",gasolina,viajes largos,Manual,Si
4002,20000 - 35000,off-road,ciudad,Comercio,Murcia,"Si, pequeña",diesel,uso particular ocasional,Manual,No
4003,35000-60000,nieve,playa,Tecnología,Cantabria,"Si, grande",gasolina,uso particular habitual,Manual,No
4004,20000 - 35000,buen clima,playa,Entretenimiento y Medios,Asturias,"Si, grande",gasolina,uso particular habitual,Manual,No
4005,20000 - 35000,buen clima,ciudad,Industria Construccion y Manufactura,Aragón,"Si, grande",diesel,uso particular ocasional,Manual,No
4006,60000 - 100000,nieve,montaña,Tecnología,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4007,60000 - 100000,buen clima,montaña,Transporte y Logística,Extremadura,No,diesel,uso particular ocasional,Manual,No
4008,+ 100000,buen clima,ciudad,Industria Construccion y Manufactura,Aragón,"Si, pequeña",gasolina,viajes largos,Automatico,Si
4009,12000 - 20000,off-road,ciudad,Servicios Financieros,Aragón,No,electrico,uso particular habitual,Automatico,No
4010,12000 - 20000,nieve,playa,Tecnología,Aragón,No,diesel,uso particular ocasional,Automatico,Si
4011,35000-60000,buen clima,montaña,Educación,Baleares,"Si, pequeña",diesel,uso particular ocasional,Automatico,No
4012,- 12000,buen clima,playa,Industria Construccion y Manufactura,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si
4013,35000-60000,buen clima,ciudad,Tecnología,Canarias,"Si, grande",gasolina,viajes largos,Automatico,No
4014,12000 - 20000,nieve,playa,Educación,Galicia,"Si, grande",diesel,viajes largos,Automatico,Si
4015,+ 100000,nieve,montaña,Salud,Aragón,"Si, pequeña",diesel,uso particular habitual,Automatico,Si
4016,35000-60000,buen clima,ciudad,Entretenimiento y Medios,Asturias,"Si, grande",diesel,uso particular ocasional,Automatico,Si
4017,- 12000,buen clima,montaña,Tecnología,País Vasco,"Si, pequeña",electrico,uso particular habitual,Automatico,Si
4018,- 12000,buen clima,ciudad,Energía,Baleares,No,diesel,uso particular ocasional,Automatico,Si
4019,12000 - 20000,nieve,ciudad,Salud,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4020,60000 - 100000,buen clima,montaña,Salud,Aragón,"Si, grande",diesel,uso particular habitual,Manual,Si
4021,20000 - 35000,off-road,montaña,Tecnología,Madrid,"Si, grande",gasolina,uso particular ocasional,Manual,No
4022,20000 - 35000,buen clima,montaña,Comercio,Baleares,"Si, grande",diesel,uso particular habitual,Manual,Si
4023,20000 - 35000,nieve,montaña,Comercio,Asturias,"Si, pequeña",hibrido,uso particular habitual,Manual,No
4024,35000-60000,buen clima,ciudad,Energía,Andalucía,No,diesel,uso particular habitual,Automatico,Si
4025,20000 - 35000,buen clima,montaña,Comercio,Murcia,"Si, grande",diesel,uso particular habitual,Manual,No
4026,35000-60000,buen clima,montaña,Tecnología,Aragón,"Si, pequeña",diesel,uso particular habitual,Automatico,Si
4027,12000 - 20000,buen clima,playa,Turismo y Ocio,Baleares,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si
4028,20000 - 35000,off-road,ciudad,Tecnología,Castilla y León,"Si, grande",diesel,uso particular ocasional,Manual,Si
4029,20000 - 35000,buen clima,montaña,Energía,Aragón,"Si, pequeña",diesel,uso particular ocasional,Automatico,No
4030,12000 - 20000,buen clima,playa,Industria Construccion y Manufactura,Galicia,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4031,+ 100000,buen clima,playa,Servicios Financieros,Andalucía,"Si, pequeña",hibrido,viajes largos,Manual,Si
4032,12000 - 20000,buen clima,playa,Educación,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4033,+ 100000,off-road,montaña,Salud,Andalucía,"Si, pequeña",gasolina,uso particular habitual,Manual,No
4034,35000-60000,nieve,playa,Energía,Asturias,No,gasolina,uso particular ocasional,Manual,No
4035,60000 - 100000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si
4036,12000 - 20000,buen clima,playa,Entretenimiento y Medios,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4037,35000-60000,buen clima,montaña,Energía,Cantabria,"Si, grande",diesel,uso particular ocasional,Manual,Si
4038,20000 - 35000,nieve,montaña,Industria Construccion y Manufactura,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4039,60000 - 100000,buen clima,montaña,Comercio,Baleares,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4040,12000 - 20000,buen clima,montaña,Comercio,Aragón,"Si, grande",gasolina,uso particular ocasional,Manual,Si
4041,20000 - 35000,buen clima,ciudad,Comercio,Madrid,No,diesel,uso particular ocasional,Automatico,Si
4042,35000-60000,buen clima,playa,Tecnología,Castilla-La Mancha,No,gasolina,uso particular ocasional,Automatico,No
4043,60000 - 100000,nieve,playa,Salud,Andalucía,"Si, pequeña",electrico,uso particular habitual,Manual,No
4044,20000 - 35000,nieve,ciudad,Tecnología,Andalucía,No,diesel,uso particular ocasional,Automatico,Si
4045,35000-60000,buen clima,montaña,Entretenimiento y Medios,Cantabria,"Si, pequeña",diesel,uso particular ocasional,Manual,No
4046,60000 - 100000,buen clima,montaña,Energía,Andalucía,No,gasolina,uso particular habitual,Manual,No
4047,35000-60000,nieve,montaña,Tecnología,Andalucía,"Si, grande",diesel,uso particular habitual,Manual,Si
4048,35000-60000,buen clima,montaña,Salud,Murcia,"Si, grande",diesel,viajes largos,Manual,Si
4049,12000 - 20000,nieve,playa,Tecnología,Aragón,"Si, grande",diesel,uso particular ocasional,Manual,Si
4050,20000 - 35000,off-road,montaña,Comercio,Andalucía,"Si, grande",diesel,uso particular ocasional,Automatico,No
4051,- 12000,buen clima,montaña,Servicios Financieros,Madrid,No,diesel,uso particular ocasional,Manual,Si
4052,60000 - 100000,buen clima,montaña,Entretenimiento y Medios,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,Si
4053,20000 - 35000,nieve,montaña,Energía,Asturias,"Si, pequeña",gasolina,uso particular ocasional,Manual,No
4054,60000 - 100000,off-road,montaña,Turismo y Ocio,Baleares,"Si, grande",diesel,uso particular ocasional,Manual,Si
4055,20000 - 35000,nieve,montaña,Educación,Navarra,"Si, grande",gasolina,uso particular habitual,Manual,Si
4056,20000 - 35000,buen clima,ciudad,Comercio,Canarias,No,diesel,uso particular ocasional,Manual,Si
4057,35000-60000,buen clima,montaña,Tecnología,Andalucía,No,diesel,uso particular habitual,Automatico,Si
4058,12000 - 20000,buen clima,playa,Servicios Financieros,Asturias,"Si, pequeña",diesel,uso particular habitual,Manual,No
4059,20000 - 35000,buen clima,ciudad,Tecnología,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,Si
4060,+ 100000,buen clima,montaña,Tecnología,Murcia,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4061,35000-60000,buen clima,montaña,Tecnología,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,Si
4062,35000-60000,buen clima,ciudad,Salud,Baleares,"Si, pequeña",diesel,viajes largos,Manual,No
4063,20000 - 35000,buen clima,ciudad,Comercio,Castilla-La Mancha,"Si, grande",diesel,uso particular ocasional,Automatico,Si
4064,- 12000,buen clima,ciudad,Servicios Financieros,Castilla y León,"Si, grande",gasolina,uso particular ocasional,Manual,Si
4065,35000-60000,buen clima,montaña,Servicios Financieros,Aragón,"Si, pequeña",electrico,uso particular habitual,Manual,Si
4066,20000 - 35000,nieve,montaña,Tecnología,Valencia,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4067,35000-60000,buen clima,montaña,Industria Construccion y Manufactura,Aragón,"Si, grande",diesel,uso particular habitual,Manual,Si
4068,35000-60000,buen clima,montaña,Otros,Andalucía,"Si, pequeña",diesel,uso particular habitual,Manual,Si
4069,- 12000,buen clima,montaña,Energía,Aragón,"Si, pequeña",gasolina,uso particular habitual,Manual,Si
4070,60000 - 100000,buen clima,montaña,Servicios Financieros,Aragón,"Si, pequeña",diesel,uso particular ocasional,Manual,Si
4071,- 12000,buen clima,montaña,Tecnología,Aragón,No,gasolina,uso particular habitual,Automatico,Si
4072,35000-60000,buen clima,montaña,Servicios Financieros,Cantabria,"Si, grande",gasolina,uso particular habitual,Manual,Si
4073,60000 - 100000,off-road,montaña,Tecnología,Andalucía,"Si, grande",gasolina,uso particular ocasional,Manual,Si
4074,20000 - 35000,off-road,montaña,Tecnología,Extremadura,No,diesel,uso particular ocasional,Manual,Si
4075,60000 - 100000,buen clima,ciudad,Otros,Baleares,"Si, grande",gasolina,uso particular ocasional,Manual,Si
4076,20000 - 35000,buen clima,montaña,Servicios Financieros,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Manual,Si
4077,20000 - 35000,buen clima,playa,Servicios Financieros,Murcia,"Si, pequeña",gasolina,uso particular habitual,Manual,Si
4078,20000 - 35000,buen clima,ciudad,Tecnología,Andalucía,No,diesel,uso particular habitual,Manual,Si
4079,20000 - 35000,nieve,montaña,Tecnología,Canarias,No,diesel,uso particular habitual,Automatico,Si
4080,35000-60000,off-road,montaña,Transporte y Logística,País Vasco,"Si, pequeña",diesel,uso particular habitual,Manual,No
4081,20000 - 35000,buen clima,montaña,Otros,Galicia,"Si, pequeña",diesel,uso particular habitual,Automatico,Si
4082,20000 - 35000,buen clima,playa,Comercio,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si
4083,12000 - 20000,buen clima,ciudad,Industria Construccion y Manufactura,Asturias,No,diesel,uso particular ocasional,Automatico,Si
4084,20000 - 35000,buen clima,playa,Tecnología,La Rioja,No,gasolina,uso particular habitual,Manual,No
4085,12000 - 20000,nieve,montaña,Tecnología,Andalucía,No,gasolina,viajes largos,Manual,No
4086,12000 - 20000,buen clima,montaña,Servicios Financieros,Asturias,"Si, grande",gasolina,uso particular ocasional,Manual,No
4087,12000 - 20000,buen clima,ciudad,Comercio,Andalucía,No,diesel,uso particular ocasional,Automatico,No
4088,35000-60000,buen clima,ciudad,Educación,Canarias,No,gasolina,uso particular ocasional,Manual,Si
4089,- 12000,buen clima,playa,Industria Construccion y Manufactura,Aragón,No,diesel,uso particular ocasional,Automatico,Si
4090,20000 - 35000,nieve,ciudad,Otros,Madrid,"Si, pequeña",electrico,uso particular ocasional,Automatico,Si
4091,- 12000,buen clima,playa,Tecnología,Cataluña,No,diesel,uso particular ocasional,Manual,Si
4092,20000 - 35000,buen clima,ciudad,Tecnología,Castilla-La Mancha,"Si, pequeña",diesel,uso particular ocasional,Manual,No
4093,- 12000,buen clima,montaña,Industria Construccion y Manufactura,Extremadura,"Si, pequeña",gasolina,uso particular habitual,Automatico,No
4094,12000 - 20000,buen clima,ciudad,Transporte y Logística,Canarias,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si
4095,20000 - 35000,buen clima,playa,Energía,Navarra,"Si, grande",electrico,uso particular ocasional,Manual,No
4096,12000 - 20000,buen clima,montaña,Entretenimiento y Medios,Asturias,"Si, grande",diesel,uso particular habitual,Manual,Si
4097,20000 - 35000,buen clima,montaña,Otros,Canarias,"Si, pequeña",hibrido,uso particular ocasional,Manual,No
4098,20000 - 35000,buen clima,ciudad,Transporte y Logística,Aragón,"Si, pequeña",electrico,uso particular ocasional,Manual,Si
4099,35000-60000,buen clima,ciudad,Transporte y Logística,Asturias,No,diesel,uso particular habitual,Manual,Si
4100,+ 100000,buen clima,ciudad,Servicios Financieros,Andalucía,"Si, pequeña",gasolina,uso particular habitual,Automatico,No
4101,- 12000,buen clima,montaña,Tecnología,Cantabria,"Si, grande",electrico,viajes largos,Manual,Si
4102,+ 100000,buen clima,montaña,Comercio,Baleares,No,diesel,uso particular ocasional,Manual,No
4103,- 12000,buen clima,montaña,Energía,Cataluña,"Si, grande",electrico,uso particular ocasional,Automatico,Si
4104,35000-60000,buen clima,playa,Tecnología,Canarias,"Si, grande",diesel,uso particular habitual,Automatico,Si
4105,- 12000,nieve,montaña,Servicios Financieros,Extremadura,"Si, pequeña",diesel,uso particular ocasional,Automatico,No
4106,60000 - 100000,buen clima,montaña,Transporte y Logística,Baleares,"Si, pequeña",electrico,viajes largos,Manual,Si
4107,60000 - 100000,buen clima,ciudad,Comercio,Cataluña,No,diesel,uso particular ocasional,Automatico,No
4108,20000 - 35000,buen clima,montaña,Otros,Aragón,"Si, pequeña",electrico,uso particular ocasional,Manual,No
4109,35000-60000,buen clima,montaña,Industria Construccion y Manufactura,Extremadura,No,diesel,uso particular habitual,Manual,Si
4110,35000-60000,buen clima,montaña,Servicios Financieros,Cantabria,"Si, pequeña",diesel,uso particular habitual,Manual,No
4111,20000 - 35000,off-road,playa,Salud,Andalucía,"Si, pequeña",gasolina,uso particular ocasional,Manual,Si
4112,12000 - 20000,nieve,montaña,Salud,Madrid,"Si, pequeña",electrico,viajes largos,Manual,Si
4113,35000-60000,buen clima,montaña,Comercio,Andalucía,"Si, pequeña",diesel,uso particular ocasional,Automatico,Si
